Genero,Campesino,Estrato,NIvel_educacion,Discapacidad,Tipo_formacion,Victima_del_conflicto,tiempo_segundos,Puntaje_eje_tematico_selecionado,area_1_alfabetizacion_datos,area_2_comunicacion_y_colaboracion,area_3_contenidos_digitales,area_4_seguridad,area_5_solucion_de_problemas,area_6_igles,Asistencia horas,Total_horas posibles,etnica_Indígena,"etnica_Negro, Mulato, Afrodescendiente, Afrocolombiano",etnica_Ningún grupo étnico,"etnica_Raizal del Archipiélago de San Andrés, Providencia y Santa Catalina",etnica_Rrom o gitano,linea_1_Explorador - Básico,linea_1_Innovador - Avanzado,linea_1_Integrador - Intermedio,linea_2_Explorador - Básico,linea_2_Innovador - Avanzado,linea_2_Integrador - Intermedio,linea_3_Explorador - Básico,linea_3_Innovador - Avanzado,linea_3_Integrador - Intermedio,linea_4_Explorador - Básico,linea_4_Innovador - Avanzado,linea_4_Integrador - Intermedio,linea_5_Explorador - Básico,linea_5_Innovador - Avanzado,linea_5_Integrador - Intermedio,eje_final_Análisis de Datos,eje_final_Arquitectura en la nube,eje_final_Blockchain,eje_final_Inteligencia artificial,eje_final_Programación,area_1_Explorador,area_1_Innovador,area_1_Integrador,area_2_Explorador,area_2_Innovador,area_2_Integrador,area_3_Explorador,area_3_Innovador,area_3_Integrador,area_4_Explorador,area_4_Innovador,area_4_Integrador,area_5_Explorador,area_5_Innovador,area_5_Integrador,eje_tematico_Blockchain,eje_tematico_Ciber seguridad y Blockchain,eje_tematico_Computación y arquitectura en la nube,eje_tematico_Datos,eje_tematico_Inteligencia artificial,eje_tematico_Programación,Programa_de_Formación_Análisis de datos,Programa_de_Formación_Arquitectura en la nube,Programa_de_Formación_Blockchain,Programa_de_Formación_Inteligencia artificial,Programa_de_Formación_Programación,Nivel_Avanzado,Nivel_Básico,Nivel_Intermedio,Cohorte_1,Cohorte_2,Cohorte_3,Cohorte_4,Cohorte_5,Cohorte_6,Cohorte_7,Cohorte_8,Cohorte_2_3,Cohorte_3_5,Cohorte_4_5,Cohorte_5_7,Cohorte_6_7,Cohorte_6_8,Tipo_de_formacion_Híbrida,Tipo_de_formacion_Virtual,exito_academico,dia,mes,year,promedio_lineas,promedio_areas,ratio_asistencia,linea_pca
0.0,0,0.751456713452818,-1.6474668572664706,0,1,0,0.06209992608578402,0.8276777813201721,0.28709539470576456,0.1955691413771517,0.6279717102608158,0.7246532952418674,1.0339282636186196,0.6352491510565409,-1.2150272546308227,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,12,2023,20.875004999999998,23.571428571428573,4.0,40.01774077894112
1.0,0,-0.41779013889992006,0.15551738308558638,0,0,0,-0.25847582692921267,0.8846183921508437,0.7174968552655651,0.6718549809843003,0.569734244111593,0.6700297769403953,1.0843853661641738,0.043526551555404025,0.824939818487511,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,21.678575000000002,24.142857142857142,153.0,46.95809327609834
1.0,0,-0.41779013889992006,0.7565121298696054,0,0,0,0.5999211972603147,0.7517583840526971,0.3485813176428789,0.5985802364293544,0.36590311258931313,0.6427180177896594,1.0086997123458423,0.3393878513059725,-1.2697914713588319,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,12,2023,20.830355000000004,23.38095238095238,0.0,39.44626583506198
1.0,0,-0.41779013889992006,-1.6474668572664706,0,0,0,0.784403470221775,0.7175931672502425,0.22560947176865023,0.41539337504198953,0.6279717102608158,0.7246532952418674,0.6050428919814086,0.3393878513059725,0.5785008432114707,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,20.339285,22.857142857142858,135.0,35.07199969108268
1.0,0,0.751456713452818,0.7565121298696054,0,0,0,0.5721984513234831,0.7517583840526971,0.28709539470576456,0.5985802364293544,0.3367843795147017,0.5880944994881875,1.185299571255282,0.3393878513059725,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,20.964285,23.523809523809526,159.0,40.70127043471541
1.0,0,0.751456713452818,0.15551738308558638,0,0,1,0.18004760879884885,0.11782695277300617,0.6560109323284506,0.04901965226725981,-0.041759150455246655,0.4788474628852435,-1.2618699022040978,0.438008284556162,-1.2697914713588319,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18,12,2023,15.473215,17.714285714285715,0.0,-9.261889479652154
1.0,0,1.9207035658055558,0.7565121298696054,0,1,0,0.8000290179316255,-0.9906081515888586,0.1641235488315359,0.3054812582095706,0.6570904433354272,-0.36781707078757203,-1.2618699022040978,-0.6468164811959224,0.9070861435795244,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,15.116069999999999,16.80952380952381,159.0,-12.417988458753001
1.0,0,0.751456713452818,0.7565121298696054,0,1,0,-0.38146400890351956,0.8580463905312145,0.1641235488315359,0.5985802364293544,0.6570904433354272,0.7246532952418674,1.1096139174369508,0.9311104508071094,-1.2697914713588319,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,12,2023,21.45536,24.333333333333332,0.0,45.197316928728895
1.0,0,-0.41779013889992006,-1.6474668572664706,0,0,0,-1.772137755080211,0.05708973435092216,-0.26627791172826454,-0.39062881506241587,-0.4494214134998064,0.2876651488300916,0.5798143407086315,0.043526551555404025,0.770175601759502,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,16,12,2023,16.589284999999997,18.714285714285715,149.0,1.567547031715975
0.0,0,0.751456713452818,-0.4454773636984326,0,0,0,-0.9142447808168082,0.6834279504477878,0.47155316351710763,0.41539337504198953,0.5406155110369816,0.7519650543926033,0.8068713021636255,1.5228330503082463,-0.8590598458987646,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,12,2023,20.785709999999998,23.904761904761905,30.0,39.035290501222846
0.0,0,0.751456713452818,0.15551738308558638,0,0,0,0.7657536229551792,0.3152165353643904,0.4100672405799933,0.4520307473194625,0.6279717102608158,0.5880944994881875,-0.6563846716574471,0.438008284556162,0.9070861435795244,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,17,12,2023,18.0625,20.476190476190474,159.0,14.222440608646082
1.0,0,1.9207035658055558,0.7565121298696054,0,0,0,0.7697860223641729,0.5315891559128373,0.041151702957307204,0.6352176087068274,0.569734244111593,0.7519650543926033,0.024786212707535008,0.1421469848055935,0.8660129810335176,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,19.401785,21.761904761904763,156.0,26.524211428960314
1.0,0,-1.587036991252658,0.7565121298696054,0,0,0,-0.9762429217300858,0.6644491640109839,-0.08182014291692148,0.5253054918744084,0.5406155110369816,0.6427180177896594,1.0086997123458423,1.5228330503082463,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,18,12,2023,20.696425,23.80952380952381,159.0,38.43729385173043
1.0,1,-1.587036991252658,-1.6474668572664706,0,0,0,0.7113162309337647,0.6796313428563754,0.041151702957307204,0.2688438859320976,0.5988529771862044,0.6973415360911314,1.1096139174369508,0.7338695843067304,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,16,12,2023,20.830355,23.571428571428573,159.0,39.698316857482126
1.0,0,-0.41779013889992006,0.7565121298696054,0,0,0,-0.5790515799442094,0.8314743889115851,0.7789827782026794,0.5619428641518814,0.48237804488775876,0.8612120909955473,1.0339282636186196,1.5228330503082463,0.824939818487511,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,12,2023,21.67857,24.857142857142858,153.0,46.97301043785143
1.0,0,0.751456713452818,0.15551738308558638,1,0,0,0.7234134291607457,0.7062033444760046,0.1641235488315359,0.3421186304870436,0.42414057873853594,0.7246532952418674,0.9582426098002882,0.9311104508071094,-1.2697914713588319,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,12,2023,20.517860000000002,23.333333333333332,0.0,36.77779932598304
0.0,0,-0.41779013889992006,-0.4454773636984326,0,0,0,-1.2907700756315919,0.30003435651899896,-0.08182014291692148,0.3421186304870436,-0.012640417380635241,0.4788474628852435,0.68072854579974,0.043526551555404025,-1.2697914713588319,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,12,2023,18.77679,21.047619047619047,0.0,21.07303092535645
1.0,0,-1.587036991252658,-0.4454773636984326,0,0,0,0.35545698309007345,0.8808217845594307,0.47155316351710763,0.5253054918744084,0.6862091764100386,0.8339003318448113,1.1096139174369508,1.5228330503082463,-0.9822793335367848,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,12,2023,21.812499999999996,25.0,21.0,48.332924246925046
0.0,0,-0.41779013889992006,-1.6474668572664706,0,0,0,-0.14708079325576257,0.6986143808134385,-0.02033421997980714,0.5619428641518814,0.5988529771862044,0.8339003318448113,0.8068713021636255,1.5228330503082463,-1.2697914713588319,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,12,2023,20.830355,23.952380952380953,0.0,39.59929736401671
0.0,0,0.751456713452818,0.7565121298696054,0,0,0,-2.732856914272953,-2.7899110465408263,-5.369609515508755,-2.918607502208051,-2.3712577964241595,-1.7607167874751073,-1.2618699022040978,-2.1261229799487644,-1.228718308812825,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,12,2023,0.25,0.23809523809523808,3.0,-143.70991419826498
0.0,0,0.751456713452818,0.7565121298696054,0,0,0,-0.5145331894003107,0.7251863824330679,0.10263762589442155,0.7451297255392463,0.3076656464400903,0.9158356092970192,0.9582426098002882,0.9311104508071094,-1.2697914713588319,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,12,2023,21.098215,23.952380952380953,0.0,41.932790381249106
1.0,0,0.751456713452818,-0.4454773636984326,0,0,0,0.5424595056821548,-0.1820582802257413,0.7789827782026794,0.1955691413771517,0.3367843795147017,-0.2312582750338921,-1.2618699022040978,-0.9426777809464908,-1.1876451462668183,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,12,2023,15.160715,16.714285714285715,6.0,-12.226322633124653
0.0,0,0.751456713452818,-0.4454773636984326,0,0,0,0.5525405042046391,-0.6375789153508522,0.28709539470576456,0.15893176909967874,-0.07087788352985806,-0.8321169763500837,-1.2618699022040978,-0.6468164811959224,-1.228718308812825,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,12,2023,13.151785,14.714285714285714,3.0,-30.22866132877607
0.0,0,1.9207035658055558,1.3575068766536242,0,1,0,0.23398095089413917,0.7213897748416549,0.47155316351710763,0.4520307473194625,0.48237804488775876,0.4788474628852435,1.0591568148913966,1.2269717505576778,0.824939818487511,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,20.74108,23.714285714285715,153.0,38.63328424827492
1.0,0,0.751456713452818,1.3575068766536242,0,0,0,-0.40313815572686057,0.5088137618846204,0.1641235488315359,0.2688438859320976,0.42414057873853594,0.5334709811867154,0.8320998534364026,0.9311104508071094,0.9070861435795244,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,19.892855,22.666666666666668,159.0,31.119968253732054
1.0,0,-0.41779013889992006,-0.4454773636984326,0,0,0,-0.6959911628050258,0.6720423791938093,0.4100672405799933,0.1955691413771517,0.42414057873853594,0.5334709811867154,1.0086997123458423,0.6352491510565409,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,20.294644999999996,22.952380952380953,159.0,34.699509793556615
1.0,0,1.9207035658055558,1.3575068766536242,0,0,0,-2.713703017080233,-2.7823190642988758,-5.246637669634526,-2.918607502208051,-2.3712577964241595,-1.7607167874751073,-1.2618699022040978,-2.1261229799487644,-1.2697914713588319,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,12,2023,0.3392857,0.3333333333333333,0.0,-142.95266656338356
1.0,0,0.751456713452818,1.3575068766536242,0,0,0,0.4416495204573131,0.5505679423496412,0.5330390864542219,0.23220651365462466,0.48237804488775876,0.6973415360911314,0.7816427508908483,0.9311104508071094,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,18,12,2023,20.383924999999998,23.19047619047619,159.0,35.427527867362386
1.0,0,1.9207035658055558,-1.0464721104824515,0,0,0,-0.5866123288360725,0.6302839472085291,0.28709539470576456,0.23220651365462466,0.5406155110369816,0.8339003318448113,0.8825569559819568,0.6352491510565409,0.8660129810335176,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,18,12,2023,20.696424999999998,23.38095238095238,156.0,38.377226053821744
1.0,0,1.9207035658055558,0.7565121298696054,0,1,0,-1.3668816144763474,0.038110947914118246,0.041151702957307204,-0.17080458139757804,-0.3329464812013608,-0.14932299758168416,1.0591568148913966,1.2269717505576778,0.9070861435795244,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,18,12,2023,17.392865,20.142857142857142,159.0,8.673405057257355
1.0,0,-0.41779013889992006,0.15551738308558638,0,0,0,0.5147367597453234,0.8466565677569766,0.3485813176428789,0.6352176087068274,0.6279717102608158,0.7519650543926033,0.907785507254734,1.2269717505576778,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,21.276780000000002,24.285714285714285,159.0,43.470473153686044
1.0,0,-0.41779013889992006,-1.6474668572664706,0,0,0,0.7879318197046444,0.35697496734966994,0.5945250093913363,0.4886681195969355,0.6570904433354272,0.8612120909955473,-0.5554704665663386,-0.15371431494497495,0.9070861435795244,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,18.91072,21.095238095238095,159.0,21.83808415417107
1.0,0,-1.587036991252658,0.15551738308558638,0,0,0,0.5550607538352601,0.37975036137788687,-0.02033421997980714,0.3054812582095706,-0.09999661660446947,0.6973415360911314,0.6302714432541857,0.3393878513059725,0.9070861435795244,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,12,2023,18.910715,21.333333333333332,159.0,22.27745292445448
0.0,0,-0.41779013889992006,-1.6474668572664706,0,1,0,0.8131343160108548,0.7631439553066757,0.5330390864542219,0.37875600276451654,0.48237804488775876,0.6427180177896594,0.9582426098002882,0.9311104508071094,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,20.78571,23.61904761904762,159.0,39.033227032578964
0.0,0,0.751456713452818,0.7565121298696054,0,0,0,-2.0796082100159783,-2.554559214403549,-1.5574822934076658,-2.918607502208051,-2.3712577964241595,-1.7607167874751073,-1.2618699022040978,-2.1261229799487644,0.9070861435795244,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,12,2023,3.0178559999999996,3.1904761904761907,159.0,-120.23524677519657
0.0,0,0.751456713452818,0.7565121298696054,0,1,1,0.4860059139562435,0.6872245580392008,0.47155316351710763,0.41539337504198953,0.569734244111593,0.8339003318448113,0.7564141996180712,0.6352491510565409,0.1677692177514034,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,12,2023,20.875005,23.571428571428573,105.0,39.842278426054406
1.0,0,-0.41779013889992006,0.7565121298696054,0,0,0,0.41997537363397214,0.527792548321425,0.28709539470576456,-0.024255092287686134,0.24942818029086747,0.42422394458377155,0.9582426098002882,0.9311104508071094,-1.2697914713588319,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,12,2023,19.401780000000002,22.142857142857142,0.0,26.728835686445677
1.0,0,0.751456713452818,0.7565121298696054,0,0,0,0.16240586138450153,0.7479617764612841,0.4100672405799933,0.2688438859320976,0.5114967779623701,0.8885238501462833,1.0339282636186196,0.9311104508071094,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,12,2023,21.14286,24.0,159.0,42.37534941402316
1.0,0,-0.41779013889992006,0.15551738308558638,0,0,0,0.2828737937281874,0.7024109884048509,0.3485813176428789,0.6352176087068274,0.569734244111593,0.6427180177896594,0.9330140585275111,0.043526551555404025,0.6195740057574773,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,17,12,2023,21.05357,23.476190476190474,138.0,41.44683216592392
1.0,0,0.751456713452818,0.7565121298696054,0,0,0,0.3746108802827934,0.7555549916441096,0.47155316351710763,0.4886681195969355,0.6279717102608158,0.6427180177896594,1.0843853661641738,1.5228330503082463,-1.2697914713588319,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,12,2023,21.321435,24.476190476190474,0.0,43.88668363890298
0.0,0,0.751456713452818,0.7565121298696054,0,1,0,0.6972028330022869,0.6492669851655923,0.041151702957307204,0.4886681195969355,0.5406155110369816,0.5334709811867154,0.8573284047091797,0.5366287178063515,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,12,2023,20.294645,22.904761904761905,159.0,34.73844418263846
1.0,0,-0.41779013889992006,0.7565121298696054,0,0,0,0.16089371160612892,0.6986143808134385,0.28709539470576456,0.41539337504198953,0.5114967779623701,0.6154062586389234,0.9834711610730653,0.9311104508071094,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,20.69643,23.523809523809526,159.0,38.316409255688654
1.0,0,-0.41779013889992006,0.7565121298696054,0,0,0,-0.4253163524763257,0.6720423791938093,0.041151702957307204,0.4520307473194625,0.3367843795147017,0.6973415360911314,1.0086997123458423,0.9311104508071094,0.9070861435795244,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,12,2023,20.473215,23.285714285714285,159.0,36.392193421430676
0.0,0,-0.41779013889992006,-0.4454773636984326,0,0,0,0.613026495339544,0.1937463500404817,0.5945250093913363,0.5985802364293544,0.7444466425592614,0.7246532952418674,-1.2618699022040978,0.438008284556162,-0.7769135208067511,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,12,2023,17.70536,20.095238095238095,36.0,10.803061612437176
